GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,Unnamed: 10,SeriesFirstDown,Unnamed: 12,NextScore,Description,TeamWin,Unnamed: 16,Unnamed: 17,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsMeasurement,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards
2020091302,9/13/20,1,13,44,BUF,NYJ,1,10,46,,0,,0,(13:44) (SHOTGUN) 17-J.ALLEN PASS SHORT LEFT TO 13-G.DAVIS PUSHED OB AT BUF 49 FOR 3 YARDS (20-M.MAYE).,0,,,2020,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,46,OWN,0,,0,,0
2020091302,9/13/20,1,13,17,BUF,NYJ,2,7,49,,0,,0,(13:17) (SHOTGUN) 17-J.ALLEN PASS SHORT LEFT TO 14-S.DIGGS TO NYJ 46 FOR 5 YARDS (31-B.AUSTIN).,0,,,2020,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,49,OWN,0,,0,,0
2020091302,9/13/20,1,12,49,BUF,NYJ,3,2,54,,1,,0,"(12:49) (NO HUDDLE, SHOTGUN) 17-J.ALLEN PASS SHORT LEFT TO 14-S.DIGGS PUSHED OB AT NYJ 42 FOR 4 YARDS (31-B.AUSTIN). NYJ-53-B.CASHMAN WAS INJURED DURING THE PLAY.",0,,,2020,4,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,46,OPP,0,,0,,0
2020091302,9/13/20,1,12,29,BUF,NYJ,1,10,58,,0,,0,(12:29) (SHOTGUN) 17-J.ALLEN LEFT END TO NYJ 45 FOR -3 YARDS (31-B.AUSTIN).,0,,,2020,-3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT END,42,OPP,0,,0,,0
2020091302,9/13/20,1,11,58,BUF,NYJ,2,13,55,,0,,0,"(11:58) (NO HUDDLE, SHOTGUN) 17-J.ALLEN LEFT GUARD PUSHED OB AT NYJ 33 FOR 12 YARDS (30-B.MCDOUGALD).",0,,,2020,12,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT GUARD,45,OPP,0,,0,,0
2020091302,9/13/20,1,11,42,BUF,NYJ,3,1,67,,1,,0,"(11:42) (NO HUDDLE, SHOTGUN) 17-J.ALLEN RIGHT TACKLE TO NYJ 27 FOR 6 YARDS (20-M.MAYE). FUMBLES (20-M.MAYE), RECOVERED BY NYJ-30-B.MCDOUGALD AT NYJ 21. 30-B.MCDOUGALD TO NYJ 19 FOR -2 YARDS (26-D.SINGLETARY).",0,,,2020,6,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,0,RIGHT TACKLE,33,OPP,0,,0,,0
2020091302,9/13/20,1,9,32,BUF,NYJ,1,10,45,,0,,0,"(9:32) 17-J.ALLEN PASS SHORT LEFT TO 26-D.SINGLETARY TO NYJ 46 FOR 9 YARDS (31-B.AUSTIN, 46-N.HEWITT).",0,,,2020,9,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,45,OWN,0,,0,,0
2020091302,9/13/20,1,8,56,BUF,NYJ,2,1,54,,1,,0,(8:56) (SHOTGUN) 17-J.ALLEN LEFT TACKLE PUSHED OB AT NYJ 37 FOR 9 YARDS (20-M.MAYE).,0,,,2020,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT TACKLE,46,OPP,0,,0,,0
2020091302,9/13/20,1,8,19,BUF,NYJ,1,10,63,,1,,0,(8:19) (SHOTGUN) 17-J.ALLEN PASS SHORT RIGHT TO 15-J.BROWN TO NYJ 20 FOR 17 YARDS (34-B.POOLE).,0,,,2020,17,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,37,OPP,0,,0,,0
2020091302,9/13/20,1,7,46,BUF,NYJ,1,10,80,,1,,0,(7:46) (SHOTGUN) 17-J.ALLEN PASS SHORT LEFT TO 88-D.KNOX TO NYJ 9 FOR 11 YARDS (35-P.DESIR).,0,,,2020,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,20,OPP,0,,0,,0
2020091302,9/13/20,1,7,9,BUF,NYJ,1,9,91,,0,,0,(7:09) (SHOTGUN) 17-J.ALLEN PASS SHORT LEFT TO 15-J.BROWN TO NYJ 4 FOR 5 YARDS (30-B.MCDOUGALD).,0,,,2020,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,9,OPP,0,,0,,0
2020091302,9/13/20,1,6,31,BUF,NYJ,2,4,96,,0,,0,"(6:31) (SHOTGUN) 20-Z.MOSS RIGHT GUARD TO NYJ 5 FOR -1 YARDS (34-B.POOLE, 35-P.DESIR).",0,,,2020,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT GUARD,4,OPP,0,,0,,0
2020091302,9/13/20,1,5,44,BUF,NYJ,1,2,98,,1,,0,"(5:44) 17-J.ALLEN LEFT END FOR 2 YARDS, TOUCHDOWN.",0,,,2020,2,UNDER CENTER,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,0,LEFT END,2,OPP,0,,0,,0
2020091302,9/13/20,1,5,8,BUF,NYJ,1,10,18,,0,,0,(5:08) (SHOTGUN) 17-J.ALLEN PASS INCOMPLETE SHORT LEFT TO 26-D.SINGLETARY.,0,,,2020,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,18,OWN,0,,0,,0
2020091302,9/13/20,1,4,58,BUF,NYJ,1,10,51,,1,,0,(4:58) 17-J.ALLEN PASS DEEP RIGHT TO 15-J.BROWN TO NYJ 29 FOR 20 YARDS (30-B.MCDOUGALD).,0,,,2020,20,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,49,OPP,0,,0,,0
2020091302,9/13/20,1,4,9,BUF,NYJ,1,10,71,,0,,0,(4:09) (SHOTGUN) 17-J.ALLEN UP THE MIDDLE TO NYJ 25 FOR 4 YARDS (34-B.POOLE).,0,,,2020,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,29,OPP,0,,0,,0
2020091302,9/13/20,1,3,30,BUF,NYJ,2,6,75,,1,,0,(3:30) 17-J.ALLEN SCRAMBLES RIGHT END RAN OB AT NYJ 9 FOR 16 YARDS (30-B.MCDOUGALD).,0,,,2020,16,UNDER CENTER,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,0,,25,OPP,0,,0,,0
2020091302,9/13/20,1,2,48,BUF,NYJ,1,9,91,,0,,0,(2:48) 17-J.ALLEN PASS INCOMPLETE SHORT LEFT TO 88-D.KNOX.,0,,,2020,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,9,OPP,0,,0,,0
2020091302,9/13/20,1,2,41,BUF,NYJ,2,4,96,,1,,0,"(2:41) 17-J.ALLEN PASS SHORT RIGHT TO 20-Z.MOSS FOR 4 YARDS, TOUCHDOWN.",0,,,2020,4,UNDER CENTER,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,4,OPP,0,,0,,0
2020091302,9/13/20,2,14,46,BUF,NYJ,1,10,32,,1,,0,(14:46) (SHOTGUN) 17-J.ALLEN PASS SHORT RIGHT TO 14-S.DIGGS PUSHED OB AT BUF 43 FOR 11 YARDS (35-P.DESIR).,0,,,2020,11,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,32,OWN,0,,0,,0
